13493,10463,9214,7508,6520,5462,4502,7813,8482,5218,2767,1310,886,527,456,78,97,56,46,24,91,0,0,1,0,0,0,0,0,6
11439,8971,7964,6584,5101,4251,3449,4579,5768,5053,3187,1560,914,562,403,136,139,28,33,34,124,0,0,0,0,2,1,3,2,15
3339,3152,2696,2205,1831,1605,1453,1297,2182,2397,1355,1064,696,267,244,187,230,52,8,2,7,0,10,2,4,0,0,0,0,1
5877,4990,4491,3729,3126,2544,2053,3265,3541,2603,1238,689,411,239,130,25,13,10,14,10,24,0,0,0,0,1,0,0,2,1
2113,1956,2060,2140,1995,1906,1747,1542,1245,1126,1981,2352,1629,926,593,287,138,130,123,64,76,21,6,4,5,9,5,4,5,7
7849,5650,4448,3327,2695,2169,1939,3043,3481,2693,1491,754,558,535,328,72,62,44,76,38,49,1,0,0,0,3,0,0,2,8
94625,74558,69881,61902,53208,45706,39052,70688,67118,42745,17866,8353,4663,3094,2315,568,484,190,210,140,475,2,2,6,2,2,0,7,10,67
231345,192590,184366,159766,135200,114786,100274,147256,186347,181508,44317,17255,6965,3447,2101,939,1122,185,158,113,591,6,5,11,2,4,3,8,10,149
2890,2795,2245,1713,1611,1504,1386,3163,1938,879,377,169,88,108,136,12,2,6,2,4,12,0,0,0,0,0,0,0,0,4
78105,68084,61156,42171,32111,24910,20259,26025,29910,28751,14891,10500,9198,9841,12172,710,660,220,220,155,464,16,4,9,3,3,6,8,8,143
49225,45057,37949,30809,26404,23374,22684,48405,31602,19002,8183,2469,1548,1053,490,71,66,28,24,20,39,0,0,1,0,0,0,0,0,2
2945,1758,1453,1333,1159,1060,1000,1988,1785,1236,592,459,71,56,24,5,11,2,0,8,20,0,1,0,0,0,0,0,0,3
15398,12850,13046,12487,11254,9649,8157,13986,13582,6996,2294,747,426,164,60,36,24,14,10,10,8,0,1,1,1,1,0,0,1,5
1523,1353,1375,1236,1270,1254,1217,1290,1282,1202,1125,1138,971,1193,2331,2450,1631,1029,438,243,107,61,38,17,4,8,3,0,0,3
91860,127311,133522,131662,136296,132854,134494,298528,95406,16488,4533,1742,1034,535,331,58,84,20,11,14,130,2,1,0,0,0,2,1,0,33
4573,4136,3390,2502,1775,1320,1050,1344,1546,1408,949,644,696,465,245,27,21,13,9,6,9,0,0,0,0,0,0,0,0,5
10411,11807,12506,11703,10376,8338,6443,10845,10803,5236,1797,877,415,210,77,44,16,22,10,11,32,2,1,0,0,0,0,0,0,4
6039,4107,3120,2256,1805,1430,1249,2098,2615,1925,979,503,345,336,255,25,27,8,24,20,28,0,0,0,0,1,0,0,0,6
78125,78211,74953,66770,59993,50800,41914,78166,56492,26017,14682,9182,5734,4092,2373,617,620,243,211,174,437,8,3,6,1,4,4,7,9,111
56370,45684,39060,29781,22915,17784,13867,19197,21382,17863,11960,7432,5558,4908,3595,691,612,292,285,174,306,7,0,3,1,7,0,1,9,81
2135,1870,1720,1523,1284,1097,978,1554,1198,1016,610,342,204,109,78,28,42,0,4,0,18,0,0,0,0,0,0,0,0,8
3222,2132,1639,1283,957,838,640,857,1149,1203,1432,311,326,242,666,51,38,8,16,20,94,0,0,1,0,0,0,1,0,3
76775,65371,60351,53534,46181,37001,29183,49349,52209,36167,15253,7626,5722,4368,2511,383,414,131,129,114,228,2,2,7,1,1,2,1,4,54
2901,2395,2159,1821,1401,1248,984,1850,1928,1297,627,376,202,128,74,28,14,8,4,9,8,0,0,0,0,0,0,1,0,9
4809,4295,3679,3022,2719,2331,1956,2655,3816,2318,1247,494,338,274,225,261,34,16,15,21,11,17,14,0,0,0,0,0,0,1
2604,2896,2591,2338,2078,1754,1569,3001,2254,1068,384,170,102,71,22,13,8,5,6,5,14,0,0,0,0,0,0,0,0,2
2746,1992,1760,1449,1223,1024,964,2142,2546,1130,575,247,141,60,52,8,5,2,2,0,14,0,0,0,0,1,0,0,0,1
73354,64483,59183,53105,47615,41175,36219,67408,51080,27538,13683,6291,3888,3326,2877,466,503,148,162,123,433,5,2,2,1,3,2,1,4,72
3138,2634,2214,1767,1597,1405,1118,2023,2191,1361,555,244,130,94,47,22,24,0,5,1,4,1,0,0,0,0,0,0,0,2
48508,47466,47349,46277,42809,37773,32535,65311,48292,18639,7005,2549,1281,699,725,114,112,30,28,36,148,0,0,0,0,1,2,4,5,30
178984,128836,110546,90256,72848,59679,50618,73544,101062,94034,49689,25594,14977,9202,5493,2091,2663,504,575,463,1002,12,3,10,3,4,2,3,13,266
3980,3122,2318,1655,1383,1249,1122,1723,1998,1189,671,256,265,237,422,14,10,7,10,6,24,0,0,1,0,0,0,0,0,1
207385,218538,210973,192726,177987,161100,153725,336686,185539,75115,24903,9901,5279,2906,1538,369,449,73,70,36,283,5,0,6,1,0,2,3,4,85
14425,10966,8923,6971,5631,4609,3914,6635,8167,5718,3202,1165,1017,678,1220,63,95,36,28,82,128,0,0,0,0,0,0,0,0,6
71816,64569,58533,51227,46102,41766,38515,85690,57069,24702,10077,4277,2412,1410,821,159,123,49,43,40,179,2,0,2,0,3,1,3,3,23
6603,4876,4404,3969,3448,2701,2351,3992,5353,3183,1227,342,137,69,48,30,23,8,6,0,7,0,0,0,0,1,0,1,0,2
9031,6787,5916,5158,4505,3967,3586,7125,6271,3534,1527,803,270,147,55,20,31,16,4,8,18,0,0,0,0,0,1,0,1,6
3186,2398,1817,1553,1055,845,716,609,733,1381,1208,777,501,300,261,304,218,132,22,14,18,6,12,8,34,0,0,0,0,1
104626,93995,92872,88108,80897,65996,51813,89590,82480,40539,23074,9195,7016,5638,6861,1129,1058,595,630,459,858,25,2,15,1,20,5,12,21,225
4268,2561,1849,1425,1062,858,749,833,1389,1007,717,481,340,298,612,67,44,8,16,24,58,0,0,0,0,1,0,1,0,2
13865,12720,11431,10440,9282,7794,6928,13639,10342,5481,2379,1303,808,487,270,70,92,19,26,11,59,0,1,0,0,0,0,1,0,14
2693,2366,2161,1825,1529,1163,966,1663,1632,1073,585,290,184,157,57,27,28,0,18,12,16,0,0,0,0,0,0,0,0,4
4429,4921,4463,3764,3383,2836,2682,5265,3637,1589,644,378,189,108,62,9,11,2,6,2,11,1,0,0,0,0,0,0,0,1
2431,2823,2791,2896,2555,2422,1843,3397,2775,988,322,116,103,31,11,10,5,0,2,2,4,0,0,0,0,0,0,0,0,1
